category,ds,y
Fruits,2024-06-23,94
Fruits,2024-06-24,72
Fruits,2024-06-25,75
Fruits,2024-06-26,88
Fruits,2024-06-27,76
Fruits,2024-06-28,78
Fruits,2024-06-29,107
Fruits,2024-06-30,92
Fruits,2024-07-01,83
Fruits,2024-07-02,106
Fruits,2024-07-03,69
Fruits,2024-07-04,71
Fruits,2024-07-05,56
Fruits,2024-07-06,95
Fruits,2024-07-07,95
Fruits,2024-07-08,67
Fruits,2024-07-09,66
Fruits,2024-07-10,84
Fruits,2024-07-11,73
Fruits,2024-07-12,71
Fruits,2024-07-13,98
Fruits,2024-07-14,84
Fruits,2024-07-15,88
Fruits,2024-07-16,45
Fruits,2024-07-17,73
Fruits,2024-07-18,78
Fruits,2024-07-19,74
Fruits,2024-07-20,85
Fruits,2024-07-21,102
Fruits,2024-07-22,82
Fruits,2024-07-23,76
Fruits,2024-07-24,67
Fruits,2024-07-25,78
Fruits,2024-07-26,71
Fruits,2024-07-27,92
Fruits,2024-07-28,74
Fruits,2024-07-29,85
Fruits,2024-07-30,82
Fruits,2024-07-31,61
Fruits,2024-08-01,52
Fruits,2024-08-02,80
Fruits,2024-08-03,85
Fruits,2024-08-04,95
Fruits,2024-08-05,39
Fruits,2024-08-06,82
Fruits,2024-08-07,102
Fruits,2024-08-08,62
Fruits,2024-08-09,57
Fruits,2024-08-10,97
Fruits,2024-08-11,123
Fruits,2024-08-12,81
Fruits,2024-08-13,81
Fruits,2024-08-14,93
Fruits,2024-08-15,70
Fruits,2024-08-16,81
Fruits,2024-08-17,102
Fruits,2024-08-18,95
Fruits,2024-08-19,52
Fruits,2024-08-20,82
Fruits,2024-08-21,123
Fruits,2024-08-22,58
Fruits,2024-08-23,107
Fruits,2024-08-24,103
Fruits,2024-08-25,102
Fruits,2024-08-26,78
Fruits,2024-08-27,62
Fruits,2024-08-28,79
Fruits,2024-08-29,70
Fruits,2024-08-30,75
Fruits,2024-08-31,114
Fruits,2024-09-01,88
Fruits,2024-09-02,99
Fruits,2024-09-03,52
Fruits,2024-09-04,93
Fruits,2024-09-05,57
Fruits,2024-09-06,75
Fruits,2024-09-07,83
Fruits,2024-09-08,105
Fruits,2024-09-09,86
Fruits,2024-09-10,98
Fruits,2024-09-11,99
Fruits,2024-09-12,81
Fruits,2024-09-13,66
Fruits,2024-09-14,110
Fruits,2024-09-15,115
Fruits,2024-09-16,59
Fruits,2024-09-17,85
Fruits,2024-09-18,87
Fruits,2024-09-19,66
Fruits,2024-09-20,49
Fruits,2024-09-21,120
Fruits,2024-09-22,108
Fruits,2024-09-23,73
Fruits,2024-09-24,89
Fruits,2024-09-25,80
Fruits,2024-09-26,71
Fruits,2024-09-27,61
Fruits,2024-09-28,109
Fruits,2024-09-29,71
Fruits,2024-09-30,51
Fruits,2024-10-01,66
Fruits,2024-10-02,65
Fruits,2024-10-03,86
Fruits,2024-10-04,108
Fruits,2024-10-05,81
Fruits,2024-10-06,118
Fruits,2024-10-07,89
Fruits,2024-10-08,69
Fruits,2024-10-09,89
Fruits,2024-10-10,55
Fruits,2024-10-11,90
Fruits,2024-10-12,125
Fruits,2024-10-13,95
Fruits,2024-10-14,101
Fruits,2024-10-15,86
Fruits,2024-10-16,75
Fruits,2024-10-17,54
Fruits,2024-10-18,107
Fruits,2024-10-19,98
Fruits,2024-10-20,92
Fruits,2024-10-21,68
Fruits,2024-10-22,84
Fruits,2024-10-23,94
Fruits,2024-10-24,60
Fruits,2024-10-25,89
Fruits,2024-10-26,125
Fruits,2024-10-27,92
Fruits,2024-10-28,90
Fruits,2024-10-29,75
Fruits,2024-10-30,63
Fruits,2024-10-31,83
Fruits,2024-11-01,71
Fruits,2024-11-02,94
Fruits,2024-11-03,101
Fruits,2024-11-04,80
Fruits,2024-11-05,100
Fruits,2024-11-06,81
Fruits,2024-11-07,66
Fruits,2024-11-08,54
Fruits,2024-11-09,131
Fruits,2024-11-10,118
Fruits,2024-11-11,101
Fruits,2024-11-12,92
Fruits,2024-11-13,107
Fruits,2024-11-14,114
Fruits,2024-11-15,100
Fruits,2024-11-16,94
Fruits,2024-11-17,83
Fruits,2024-11-18,65
Fruits,2024-11-19,70
Fruits,2024-11-20,91
Fruits,2024-11-21,62
Fruits,2024-11-22,102
Fruits,2024-11-23,129
Fruits,2024-11-24,106
Fruits,2024-11-25,97
Fruits,2024-11-26,96
Fruits,2024-11-27,64
Fruits,2024-11-28,81
Fruits,2024-11-29,106
Fruits,2024-11-30,112
Fruits,2024-12-01,93
Fruits,2024-12-02,80
Fruits,2024-12-03,85
Fruits,2024-12-04,65
Fruits,2024-12-05,37
Fruits,2024-12-06,86
Fruits,2024-12-07,105
Fruits,2024-12-08,90
Fruits,2024-12-09,91
Fruits,2024-12-10,83
Fruits,2024-12-11,79
Fruits,2024-12-12,94
Fruits,2024-12-13,76
Fruits,2024-12-14,98
Fruits,2024-12-15,93
Fruits,2024-12-16,91
Fruits,2024-12-17,58
Fruits,2024-12-18,78
Fruits,2024-12-19,92
Fruits,2024-12-20,84
Fruits,2024-12-21,89
Fruits,2024-12-22,110
Fruits,2024-12-23,79
Fruits,2024-12-24,96
Fruits,2024-12-25,83
Fruits,2024-12-26,88
Fruits,2024-12-27,92
Fruits,2024-12-28,85
Fruits,2024-12-29,99
Fruits,2024-12-30,87
Fruits,2024-12-31,69
Fruits,2025-01-01,79
Fruits,2025-01-02,101
Fruits,2025-01-03,107
Fruits,2025-01-04,128
Fruits,2025-01-05,104
Fruits,2025-01-06,103
Fruits,2025-01-07,68
Fruits,2025-01-08,79
Fruits,2025-01-09,83
Fruits,2025-01-10,77
Fruits,2025-01-11,110
Fruits,2025-01-12,107
Fruits,2025-01-13,68
Fruits,2025-01-14,118
Fruits,2025-01-15,84
Fruits,2025-01-16,68
Fruits,2025-01-17,77
Fruits,2025-01-18,124
Fruits,2025-01-19,78
Fruits,2025-01-20,58
Fruits,2025-01-21,104
Fruits,2025-01-22,75
Fruits,2025-01-23,79
Fruits,2025-01-24,85
Fruits,2025-01-25,105
Fruits,2025-01-26,70
Fruits,2025-01-27,85
Fruits,2025-01-28,64
Fruits,2025-01-29,71
Fruits,2025-01-30,85
Fruits,2025-01-31,95
Fruits,2025-02-01,105
Fruits,2025-02-02,120
Fruits,2025-02-03,72
Fruits,2025-02-04,50
Fruits,2025-02-05,93
Fruits,2025-02-06,95
Fruits,2025-02-07,73
Fruits,2025-02-08,96
Fruits,2025-02-09,97
Fruits,2025-02-10,63
Fruits,2025-02-11,79
Fruits,2025-02-12,59
Fruits,2025-02-13,84
Fruits,2025-02-14,91
Fruits,2025-02-15,113
Fruits,2025-02-16,109
Fruits,2025-02-17,82
Fruits,2025-02-18,93
Fruits,2025-02-19,74
Fruits,2025-02-20,77
Fruits,2025-02-21,53
Fruits,2025-02-22,94
Fruits,2025-02-23,117
Fruits,2025-02-24,71
Fruits,2025-02-25,99
Fruits,2025-02-26,90
Fruits,2025-02-27,77
Fruits,2025-02-28,91
Fruits,2025-03-01,98
Fruits,2025-03-02,104
Fruits,2025-03-03,83
Fruits,2025-03-04,77
Fruits,2025-03-05,107
Fruits,2025-03-06,56
Fruits,2025-03-07,105
Fruits,2025-03-08,98
Fruits,2025-03-09,105
Fruits,2025-03-10,98
Fruits,2025-03-11,105
Fruits,2025-03-12,96
Fruits,2025-03-13,105
Fruits,2025-03-14,91
Fruits,2025-03-15,99
Fruits,2025-03-16,78
Fruits,2025-03-17,88
Fruits,2025-03-18,58
Fruits,2025-03-19,100
Fruits,2025-03-20,95
Fruits,2025-03-21,108
Fruits,2025-03-22,114
Fruits,2025-03-23,95
Fruits,2025-03-24,140
Fruits,2025-03-25,140
Fruits,2025-03-26,85
Fruits,2025-03-27,52
Fruits,2025-03-28,99
Fruits,2025-03-29,96
Fruits,2025-03-30,100
Fruits,2025-03-31,95
Fruits,2025-04-01,79
Fruits,2025-04-02,93
Fruits,2025-04-03,109
Fruits,2025-04-04,78
Fruits,2025-04-05,114
Fruits,2025-04-06,90
Fruits,2025-04-07,95
Fruits,2025-04-08,94
Fruits,2025-04-09,94
Fruits,2025-04-10,87
Fruits,2025-04-11,94
Fruits,2025-04-12,116
Fruits,2025-04-13,126
Fruits,2025-04-14,94
Fruits,2025-04-15,90
Fruits,2025-04-16,95
Fruits,2025-04-17,96
Fruits,2025-04-18,101
Fruits,2025-04-19,116
Fruits,2025-04-20,106
Fruits,2025-04-21,81
Fruits,2025-04-22,75
Fruits,2025-04-23,97
Fruits,2025-04-24,112
Fruits,2025-04-25,83
Fruits,2025-04-26,104
Fruits,2025-04-27,83
Fruits,2025-04-28,103
Fruits,2025-04-29,103
Fruits,2025-04-30,87
Fruits,2025-05-01,111
Fruits,2025-05-02,94
Fruits,2025-05-03,110
Fruits,2025-05-04,63
Fruits,2025-05-05,101
Fruits,2025-05-06,107
Fruits,2025-05-07,91
Fruits,2025-05-08,102
Fruits,2025-05-09,54
Fruits,2025-05-10,116
Fruits,2025-05-11,124
Fruits,2025-05-12,101
Fruits,2025-05-13,96
Fruits,2025-05-14,87
Fruits,2025-05-15,103
Fruits,2025-05-16,91
Fruits,2025-05-17,93
Fruits,2025-05-18,93
Fruits,2025-05-19,92
Fruits,2025-05-20,91
Fruits,2025-05-21,111
Fruits,2025-05-22,57
Fruits,2025-05-23,88
Fruits,2025-05-24,76
Fruits,2025-05-25,111
Fruits,2025-05-26,101
Fruits,2025-05-27,86
Fruits,2025-05-28,66
Fruits,2025-05-29,116
Fruits,2025-05-30,73
Fruits,2025-05-31,135
Fruits,2025-06-01,130
Fruits,2025-06-02,131
Fruits,2025-06-03,97
Fruits,2025-06-04,106
Fruits,2025-06-05,77
Fruits,2025-06-06,87
Fruits,2025-06-07,108
Fruits,2025-06-08,109
Fruits,2025-06-09,94
Fruits,2025-06-10,97
Fruits,2025-06-11,80
Fruits,2025-06-12,81
Fruits,2025-06-13,104
Fruits,2025-06-14,100
Fruits,2025-06-15,116
Fruits,2025-06-16,90
Fruits,2025-06-17,93
Fruits,2025-06-18,83
Fruits,2025-06-19,107
Fruits,2025-06-20,121
Fruits,2025-06-21,118
Fruits,2025-06-22,112
Fruits,2025-06-23,65
Fruits,2025-06-24,88
Fruits,2025-06-25,101
Fruits,2025-06-26,113
Fruits,2025-06-27,99
Fruits,2025-06-28,103
Fruits,2025-06-29,108
Fruits,2025-06-30,99
Fruits,2025-07-01,82
Fruits,2025-07-02,86
Fruits,2025-07-03,94
Fruits,2025-07-04,77
Fruits,2025-07-05,102
Fruits,2025-07-06,102
Fruits,2025-07-07,92
Fruits,2025-07-08,114
Fruits,2025-07-09,89
Fruits,2025-07-10,119
Fruits,2025-07-11,96
Fruits,2025-07-12,122
Fruits,2025-07-13,119
Fruits,2025-07-14,78
Fruits,2025-07-15,97
Fruits,2025-07-16,110
Fruits,2025-07-17,85
Fruits,2025-07-18,78
Fruits,2025-07-19,92
Fruits,2025-07-20,120
Fruits,2025-07-21,99
Fruits,2025-07-22,91
Fruits,2025-07-23,84
Fruits,2025-07-24,65
Fruits,2025-07-25,99
Fruits,2025-07-26,108
Fruits,2025-07-27,113
Fruits,2025-07-28,98
Fruits,2025-07-29,85
Fruits,2025-07-30,88
Fruits,2025-07-31,94
Fruits,2025-08-01,92
Fruits,2025-08-02,98
Fruits,2025-08-03,108
Fruits,2025-08-04,85
Fruits,2025-08-05,84
Fruits,2025-08-06,68
Fruits,2025-08-07,110
Fruits,2025-08-08,75
Fruits,2025-08-09,106
Fruits,2025-08-10,118
Fruits,2025-08-11,88
Fruits,2025-08-12,104
Fruits,2025-08-13,107
Fruits,2025-08-14,103
Fruits,2025-08-15,86
Fruits,2025-08-16,114
Fruits,2025-08-17,117
Fruits,2025-08-18,80
Fruits,2025-08-19,66
Fruits,2025-08-20,81
Fruits,2025-08-21,84
Fruits,2025-08-22,113
Fruits,2025-08-23,126
Fruits,2025-08-24,116
Fruits,2025-08-25,125
Fruits,2025-08-26,87
Fruits,2025-08-27,122
Fruits,2025-08-28,109
Fruits,2025-08-29,103
Fruits,2025-08-30,107
Fruits,2025-08-31,122
Fruits,2025-09-01,107
Fruits,2025-09-02,104
Fruits,2025-09-03,121
Fruits,2025-09-04,85
Fruits,2025-09-05,100
Fruits,2025-09-06,106
Fruits,2025-09-07,121
Fruits,2025-09-08,131
Fruits,2025-09-09,97
Fruits,2025-09-10,96
Fruits,2025-09-11,99
Fruits,2025-09-12,95
Fruits,2025-09-13,103
Fruits,2025-09-14,134
Fruits,2025-09-15,97
Fruits,2025-09-16,100
Fruits,2025-09-17,120
Fruits,2025-09-18,116
Fruits,2025-09-19,80
Fruits,2025-09-20,115
Fruits,2025-09-21,129
Fruits,2025-09-22,102
Fruits,2025-09-23,132
Fruits,2025-09-24,85
Fruits,2025-09-25,99
Fruits,2025-09-26,102
Fruits,2025-09-27,110
Fruits,2025-09-28,123
Fruits,2025-09-29,108
Fruits,2025-09-30,91
Fruits,2025-10-01,93
Fruits,2025-10-02,122
Fruits,2025-10-03,75
Fruits,2025-10-04,105
Fruits,2025-10-05,105
Fruits,2025-10-06,100
Fruits,2025-10-07,96
Fruits,2025-10-08,107
Fruits,2025-10-09,115
Fruits,2025-10-10,92
Fruits,2025-10-11,112
Fruits,2025-10-12,137
Fruits,2025-10-13,101
Fruits,2025-10-14,89
Fruits,2025-10-15,122
Fruits,2025-10-16,80
Fruits,2025-10-17,89
Fruits,2025-10-18,126
Fruits,2025-10-19,136
Fruits,2025-10-20,117
Fruits,2025-10-21,96
Fruits,2025-10-22,108
Fruits,2025-10-23,79
Fruits,2025-10-24,104
Fruits,2025-10-25,139
Fruits,2025-10-26,121
Fruits,2025-10-27,84
Fruits,2025-10-28,66
Fruits,2025-10-29,99
Fruits,2025-10-30,85
Fruits,2025-10-31,100
Fruits,2025-11-01,117
Fruits,2025-11-02,148
Fruits,2025-11-03,117
Fruits,2025-11-04,120
Fruits,2025-11-05,96
Fruits,2025-11-06,91
Fruits,2025-11-07,133
Fruits,2025-11-08,125
Fruits,2025-11-09,127
Fruits,2025-11-10,78
Fruits,2025-11-11,74
Fruits,2025-11-12,90
Fruits,2025-11-13,107
Fruits,2025-11-14,119
Fruits,2025-11-15,96
Fruits,2025-11-16,116
Fruits,2025-11-17,87
Fruits,2025-11-18,100
Fruits,2025-11-19,83
Fruits,2025-11-20,74
Fruits,2025-11-21,104
Fruits,2025-11-22,146
Fruits,2025-11-23,104
Fruits,2025-11-24,83
Fruits,2025-11-25,74
Fruits,2025-11-26,110
Fruits,2025-11-27,115
Fruits,2025-11-28,103
Fruits,2025-11-29,133
Fruits,2025-11-30,116
Fruits,2025-12-01,88
Fruits,2025-12-02,93
Fruits,2025-12-03,81
Fruits,2025-12-04,97
Fruits,2025-12-05,93
Fruits,2025-12-06,132
Fruits,2025-12-07,113
Fruits,2025-12-08,92
Fruits,2025-12-09,83
Fruits,2025-12-10,95
Fruits,2025-12-11,123
Fruits,2025-12-12,85
Fruits,2025-12-13,120
Fruits,2025-12-14,134
Fruits,2025-12-15,112
Fruits,2025-12-16,98
Fruits,2025-12-17,70
Fruits,2025-12-18,117
Fruits,2025-12-19,89
Fruits,2025-12-20,122
Fruits,2025-12-21,106
Fruits,2025-12-22,109
Fruits,2025-12-23,97
Fruits,2025-12-24,101
Fruits,2025-12-25,95
Fruits,2025-12-26,101
Fruits,2025-12-27,128
Fruits,2025-12-28,116
Fruits,2025-12-29,112
Fruits,2025-12-30,101
Fruits,2025-12-31,102
Fruits,2026-01-01,109
Fruits,2026-01-02,117
Fruits,2026-01-03,124
Fruits,2026-01-04,94
Fruits,2026-01-05,71
Fruits,2026-01-06,106
Fruits,2026-01-07,76
Fruits,2026-01-08,117
Fruits,2026-01-09,103
Fruits,2026-01-10,132
Fruits,2026-01-11,125
Fruits,2026-01-12,109
Fruits,2026-01-13,127
Fruits,2026-01-14,81
Fruits,2026-01-15,129
Fruits,2026-01-16,98
Fruits,2026-01-17,133
Fruits,2026-01-18,105
Fruits,2026-01-19,131
Fruits,2026-01-20,101
Fruits,2026-01-21,141
Fruits,2026-01-22,87
Fruits,2026-01-23,107
Fruits,2026-01-24,106
Fruits,2026-01-25,139
Fruits,2026-01-26,138
Fruits,2026-01-27,100
Fruits,2026-01-28,84
Fruits,2026-01-29,104
Fruits,2026-01-30,91
Fruits,2026-01-31,133
Fruits,2026-02-01,114
Fruits,2026-02-02,108
Fruits,2026-02-03,120
Fruits,2026-02-04,91
Fruits,2026-02-05,94
Fruits,2026-02-06,128
Fruits,2026-02-07,119
Fruits,2026-02-08,100
Fruits,2026-02-09,95
Fruits,2026-02-10,127
Fruits,2026-02-11,116
Fruits,2026-02-12,82
Fruits,2026-02-13,113
Fruits,2026-02-14,125
Fruits,2026-02-15,98
Fruits,2026-02-16,105
Fruits,2026-02-17,110
Fruits,2026-02-18,83
Fruits,2026-02-19,82
Fruits,2026-02-20,106
Fruits,2026-02-21,142
Fruits,2026-02-22,127
Fruits,2026-02-23,103
Fruits,2026-02-24,96
Fruits,2026-02-25,92
Fruits,2026-02-26,97
Fruits,2026-02-27,104
Fruits,2026-02-28,113
Fruits,2026-03-01,135
Fruits,2026-03-02,129
Fruits,2026-03-03,134
Fruits,2026-03-04,98
Fruits,2026-03-05,94
Fruits,2026-03-06,101
Fruits,2026-03-07,124
Fruits,2026-03-08,128
Fruits,2026-03-09,106
Fruits,2026-03-10,109
Fruits,2026-03-11,106
Fruits,2026-03-12,105
Fruits,2026-03-13,91
Fruits,2026-03-14,121
Fruits,2026-03-15,132
Fruits,2026-03-16,104
Fruits,2026-03-17,77
Fruits,2026-03-18,100
Fruits,2026-03-19,74
Fruits,2026-03-20,95
Fruits,2026-03-21,102
Fruits,2026-03-22,109
Fruits,2026-03-23,88
Fruits,2026-03-24,101
Fruits,2026-03-25,102
Fruits,2026-03-26,108
Fruits,2026-03-27,119
Fruits,2026-03-28,116
Fruits,2026-03-29,137
Fruits,2026-03-30,97
Fruits,2026-03-31,105
Fruits,2026-04-01,109
Fruits,2026-04-02,80
Fruits,2026-04-03,104
Fruits,2026-04-04,99
Fruits,2026-04-05,132
Fruits,2026-04-06,99
Beverages,2024-04-07,186
Beverages,2024-04-08,189
Beverages,2024-04-09,150
Beverages,2024-04-10,184
Beverages,2024-04-11,172
Beverages,2024-04-12,181
Beverages,2024-04-13,208
Beverages,2024-04-14,214
Beverages,2024-04-15,166
Beverages,2024-04-16,163
Beverages,2024-04-17,186
Beverages,2024-04-18,173
Beverages,2024-04-19,222
Beverages,2024-04-20,209
Beverages,2024-04-21,202
Beverages,2024-04-22,163
Beverages,2024-04-23,188
Beverages,2024-04-24,180
Beverages,2024-04-25,159
Beverages,2024-04-26,178
Beverages,2024-04-27,201
Beverages,2024-04-28,190
Beverages,2024-04-29,169
Beverages,2024-04-30,197
Beverages,2024-05-01,190
Beverages,2024-05-02,202
Beverages,2024-05-03,180
Beverages,2024-05-04,190
Beverages,2024-05-05,186
Beverages,2024-05-06,171
Beverages,2024-05-07,167
Beverages,2024-05-08,179
Beverages,2024-05-09,179
Beverages,2024-05-10,164
Beverages,2024-05-11,194
Beverages,2024-05-12,203
Beverages,2024-05-13,187
Beverages,2024-05-14,202
Beverages,2024-05-15,184
Beverages,2024-05-16,176
Beverages,2024-05-17,194
Beverages,2024-05-18,192
Beverages,2024-05-19,210
Beverages,2024-05-20,188
Beverages,2024-05-21,195
Beverages,2024-05-22,192
Beverages,2024-05-23,175
Beverages,2024-05-24,176
Beverages,2024-05-25,183
Beverages,2024-05-26,193
Beverages,2024-05-27,198
Beverages,2024-05-28,172
Beverages,2024-05-29,200
Beverages,2024-05-30,175
Beverages,2024-05-31,174
Beverages,2024-06-01,209
Beverages,2024-06-02,152
Beverages,2024-06-03,167
Beverages,2024-06-04,166
Beverages,2024-06-05,175
Beverages,2024-06-06,149
Beverages,2024-06-07,173
Beverages,2024-06-08,185
Beverages,2024-06-09,199
Beverages,2024-06-10,167
Beverages,2024-06-11,188
Beverages,2024-06-12,201
Beverages,2024-06-13,199
Beverages,2024-06-14,183
Beverages,2024-06-15,180
Beverages,2024-06-16,186
Beverages,2024-06-17,173
Beverages,2024-06-18,202
Beverages,2024-06-19,194
Beverages,2024-06-20,185
Beverages,2024-06-21,153
Beverages,2024-06-22,203
Beverages,2024-06-23,191
Beverages,2024-06-24,181
Beverages,2024-06-25,168
Beverages,2024-06-26,186
Beverages,2024-06-27,180
Beverages,2024-06-28,205
Beverages,2024-06-29,208
Beverages,2024-06-30,194
Beverages,2024-07-01,176
Beverages,2024-07-02,175
Beverages,2024-07-03,193
Beverages,2024-07-04,196
Beverages,2024-07-05,186
Beverages,2024-07-06,207
Beverages,2024-07-07,219
Beverages,2024-07-08,185
Beverages,2024-07-09,189
Beverages,2024-07-10,188
Beverages,2024-07-11,153
Beverages,2024-07-12,174
Beverages,2024-07-13,200
Beverages,2024-07-14,204
Beverages,2024-07-15,179
Beverages,2024-07-16,177
Beverages,2024-07-17,188
Beverages,2024-07-18,188
Beverages,2024-07-19,196
Beverages,2024-07-20,204
Beverages,2024-07-21,193
Beverages,2024-07-22,181
Beverages,2024-07-23,172
Beverages,2024-07-24,191
Beverages,2024-07-25,186
Beverages,2024-07-26,184
Beverages,2024-07-27,192
Beverages,2024-07-28,187
Beverages,2024-07-29,189
Beverages,2024-07-30,175
Beverages,2024-07-31,176
Beverages,2024-08-01,230
Beverages,2024-08-02,186
Beverages,2024-08-03,206
Beverages,2024-08-04,195
Beverages,2024-08-05,183
Beverages,2024-08-06,179
Beverages,2024-08-07,173
Beverages,2024-08-08,182
Beverages,2024-08-09,180
Beverages,2024-08-10,211
Beverages,2024-08-11,186
Beverages,2024-08-12,188
Beverages,2024-08-13,179
Beverages,2024-08-14,196
Beverages,2024-08-15,172
Beverages,2024-08-16,183
Beverages,2024-08-17,206
Beverages,2024-08-18,195
Beverages,2024-08-19,171
Beverages,2024-08-20,210
Beverages,2024-08-21,158
Beverages,2024-08-22,181
Beverages,2024-08-23,186
Beverages,2024-08-24,216
Beverages,2024-08-25,180
Beverages,2024-08-26,208
Beverages,2024-08-27,176
Beverages,2024-08-28,198
Beverages,2024-08-29,191
Beverages,2024-08-30,157
Beverages,2024-08-31,194
Beverages,2024-09-01,184
Beverages,2024-09-02,211
Beverages,2024-09-03,193
Beverages,2024-09-04,193
Beverages,2024-09-05,194
Beverages,2024-09-06,180
Beverages,2024-09-07,171
Beverages,2024-09-08,236
Beverages,2024-09-09,169
Beverages,2024-09-10,173
Beverages,2024-09-11,170
Beverages,2024-09-12,185
Beverages,2024-09-13,205
Beverages,2024-09-14,221
Beverages,2024-09-15,195
Beverages,2024-09-16,179
Beverages,2024-09-17,183
Beverages,2024-09-18,185
Beverages,2024-09-19,165
Beverages,2024-09-20,174
Beverages,2024-09-21,219
Beverages,2024-09-22,183
Beverages,2024-09-23,198
Beverages,2024-09-24,170
Beverages,2024-09-25,190
Beverages,2024-09-26,213
Beverages,2024-09-27,181
Beverages,2024-09-28,217
Beverages,2024-09-29,197
Beverages,2024-09-30,215
Beverages,2024-10-01,186
Beverages,2024-10-02,191
Beverages,2024-10-03,203
Beverages,2024-10-04,176
Beverages,2024-10-05,212
Beverages,2024-10-06,194
Beverages,2024-10-07,161
Beverages,2024-10-08,196
Beverages,2024-10-09,193
Beverages,2024-10-10,185
Beverages,2024-10-11,180
Beverages,2024-10-12,224
Beverages,2024-10-13,226
Beverages,2024-10-14,175
Beverages,2024-10-15,193
Beverages,2024-10-16,175
Beverages,2024-10-17,193
Beverages,2024-10-18,193
Beverages,2024-10-19,169
Beverages,2024-10-20,230
Beverages,2024-10-21,189
Beverages,2024-10-22,201
Beverages,2024-10-23,204
Beverages,2024-10-24,193
Beverages,2024-10-25,189
Beverages,2024-10-26,224
Beverages,2024-10-27,208
Beverages,2024-10-28,163
Beverages,2024-10-29,178
Beverages,2024-10-30,204
Beverages,2024-10-31,178
Beverages,2024-11-01,211
Beverages,2024-11-02,232
Beverages,2024-11-03,209
Beverages,2024-11-04,194
Beverages,2024-11-05,194
Beverages,2024-11-06,204
Beverages,2024-11-07,191
Beverages,2024-11-08,182
Beverages,2024-11-09,194
Beverages,2024-11-10,210
Beverages,2024-11-11,185
Beverages,2024-11-12,215
Beverages,2024-11-13,174
Beverages,2024-11-14,200
Beverages,2024-11-15,205
Beverages,2024-11-16,217
Beverages,2024-11-17,190
Beverages,2024-11-18,179
Beverages,2024-11-19,198
Beverages,2024-11-20,202
Beverages,2024-11-21,202
Beverages,2024-11-22,184
Beverages,2024-11-23,220
Beverages,2024-11-24,230
Beverages,2024-11-25,214
Beverages,2024-11-26,206
Beverages,2024-11-27,196
Beverages,2024-11-28,192
Beverages,2024-11-29,215
Beverages,2024-11-30,238
Beverages,2024-12-01,220
Beverages,2024-12-02,183
Beverages,2024-12-03,185
Beverages,2024-12-04,198
Beverages,2024-12-05,196
Beverages,2024-12-06,178
Beverages,2024-12-07,208
Beverages,2024-12-08,221
Beverages,2024-12-09,165
Beverages,2024-12-10,212
Beverages,2024-12-11,204
Beverages,2024-12-12,206
Beverages,2024-12-13,204
Beverages,2024-12-14,207
Beverages,2024-12-15,217
Beverages,2024-12-16,181
Beverages,2024-12-17,184
Beverages,2024-12-18,194
Beverages,2024-12-19,195
Beverages,2024-12-20,199
Beverages,2024-12-21,211
Beverages,2024-12-22,198
Beverages,2024-12-23,156
Beverages,2024-12-24,169
Beverages,2024-12-25,168
Beverages,2024-12-26,220
Beverages,2024-12-27,194
Beverages,2024-12-28,241
Beverages,2024-12-29,221
Beverages,2024-12-30,181
Beverages,2024-12-31,163
Beverages,2025-01-01,194
Beverages,2025-01-02,176
Beverages,2025-01-03,211
Beverages,2025-01-04,237
Beverages,2025-01-05,229
Beverages,2025-01-06,198
Beverages,2025-01-07,194
Beverages,2025-01-08,206
Beverages,2025-01-09,183
Beverages,2025-01-10,185
Beverages,2025-01-11,227
Beverages,2025-01-12,201
Beverages,2025-01-13,161
Beverages,2025-01-14,179
Beverages,2025-01-15,189
Beverages,2025-01-16,220
Beverages,2025-01-17,155
Beverages,2025-01-18,227
Beverages,2025-01-19,233
Beverages,2025-01-20,204
Beverages,2025-01-21,205
Beverages,2025-01-22,178
Beverages,2025-01-23,214
Beverages,2025-01-24,201
Beverages,2025-01-25,224
Beverages,2025-01-26,193
Beverages,2025-01-27,202
Beverages,2025-01-28,197
Beverages,2025-01-29,193
Beverages,2025-01-30,205
Beverages,2025-01-31,190
Beverages,2025-02-01,203
Beverages,2025-02-02,212
Beverages,2025-02-03,213
Beverages,2025-02-04,208
Beverages,2025-02-05,204
Beverages,2025-02-06,192
Beverages,2025-02-07,179
Beverages,2025-02-08,212
Beverages,2025-02-09,221
Beverages,2025-02-10,183
Beverages,2025-02-11,196
Beverages,2025-02-12,180
Beverages,2025-02-13,227
Beverages,2025-02-14,196
Beverages,2025-02-15,235
Beverages,2025-02-16,204
Beverages,2025-02-17,174
Beverages,2025-02-18,206
Beverages,2025-02-19,193
Beverages,2025-02-20,178
Beverages,2025-02-21,188
Beverages,2025-02-22,228
Beverages,2025-02-23,211
Beverages,2025-02-24,175
Beverages,2025-02-25,222
Beverages,2025-02-26,195
Beverages,2025-02-27,200
Beverages,2025-02-28,190
Beverages,2025-03-01,213
Beverages,2025-03-02,206
Beverages,2025-03-03,190
Beverages,2025-03-04,197
Beverages,2025-03-05,192
Beverages,2025-03-06,175
Beverages,2025-03-07,207
Beverages,2025-03-08,201
Beverages,2025-03-09,209
Beverages,2025-03-10,212
Beverages,2025-03-11,182
Beverages,2025-03-12,184
Beverages,2025-03-13,210
Beverages,2025-03-14,181
Beverages,2025-03-15,239
Beverages,2025-03-16,202
Beverages,2025-03-17,195
Beverages,2025-03-18,194
